ZIP_CODE,PO_NAME,STATE,ZCTA,zip_join_type,count_open_parks
27006,Advance,NC,27006,Zip matches ZCTA,0
27007,Ararat,NC,27007,Zip matches ZCTA,0
27009,Belews Creek,NC,27009,Zip matches ZCTA,0
27010,Bethania,NC,27106,Spatial join to ZCTA,15
27106,Winston Salem,NC,27106,Zip matches ZCTA,15
27116,Winston Salem,NC,27106,Spatial join to ZCTA,15
27011,Boonville,NC,27011,Zip matches ZCTA,0
27012,Clemmons,NC,27012,Zip matches ZCTA,2
27013,Cleveland,NC,27013,Zip matches ZCTA,0
27014,Cooleemee,NC,27014,Zip matches ZCTA,0
27016,Danbury,NC,27016,Zip matches ZCTA,0
27017,Dobson,NC,27017,Zip matches ZCTA,0
27018,East Bend,NC,27018,Zip matches ZCTA,0
27019,Germanton,NC,27019,Zip matches ZCTA,1
27020,Hamptonville,NC,27020,Zip matches ZCTA,0
27021,King,NC,27021,Zip matches ZCTA,2
27022,Lawsonville,NC,27022,Zip matches ZCTA,0
27023,Lewisville,NC,27023,Zip matches ZCTA,5
27024,Lowgap,NC,27024,Zip matches ZCTA,0
27025,Madison,NC,27025,Zip matches ZCTA,5
27027,Mayodan,NC,27027,Zip matches ZCTA,3
27028,Mocksville,NC,27028,Zip matches ZCTA,1
27030,Mount Airy,NC,27030,Zip matches ZCTA,5
27031,Mount Airy,NC,27030,Spatial join to ZCTA,5
27049,Toast,NC,27030,Spatial join to ZCTA,5
27040,Pfafftown,NC,27040,Zip matches ZCTA,2
27041,Pilot Mountain,NC,27041,Zip matches ZCTA,0
27042,Pine Hall,NC,27042,Zip matches ZCTA,0
27043,Pinnacle,NC,27043,Zip matches ZCTA,0
27045,Rural Hall,NC,27045,Zip matches ZCTA,2
27094,Rural Hall,NC,27045,Spatial join to ZCTA,2
27098,Rural Hall,NC,27045,Spatial join to ZCTA,2
27099,Rural Hall,NC,27045,Spatial join to ZCTA,2
27046,Sandy Ridge,NC,27046,Zip matches ZCTA,0
27047,Siloam,NC,27047,Zip matches ZCTA,0
27048,Stoneville,NC,27048,Zip matches ZCTA,1
27050,Tobaccoville,NC,27050,Zip matches ZCTA,1
27051,Walkertown,NC,27051,Zip matches ZCTA,3
27052,Walnut Cove,NC,27052,Zip matches ZCTA,0
27053,Westfield,NC,27053,Zip matches ZCTA,0
27054,Woodleaf,NC,27054,Zip matches ZCTA,0
27055,Yadkinville,NC,27055,Zip matches ZCTA,3
27101,Winston Salem,NC,27101,Zip matches ZCTA,25
27108,Winston Salem,NC,27101,Spatial join to ZCTA,25
27111,Winston Salem,NC,27101,Spatial join to ZCTA,25
27113,Winston Salem,NC,27101,Spatial join to ZCTA,25
27120,Winston Salem,NC,27101,Spatial join to ZCTA,25
27150,Winston Salem,NC,27101,Spatial join to ZCTA,25
27152,Winston Salem,NC,27101,Spatial join to ZCTA,25
27155,Winston Salem,NC,27101,Spatial join to ZCTA,25
27102,Winston Salem,NC,27105,Spatial join to ZCTA,22
27105,Winston Salem,NC,27105,Zip matches ZCTA,22
27115,Winston Salem,NC,27105,Spatial join to ZCTA,22
27198,Winston Salem,NC,27105,Spatial join to ZCTA,22
27199,Winston Salem,NC,27105,Spatial join to ZCTA,22
27103,Winston Salem,NC,27103,Zip matches ZCTA,8
27114,Winston Salem,NC,27103,Spatial join to ZCTA,8
27130,Winston Salem,NC,27103,Spatial join to ZCTA,8
27157,Winston Salem,NC,27103,Spatial join to ZCTA,8
27104,Winston Salem,NC,27104,Zip matches ZCTA,12
27107,Winston Salem,NC,27107,Zip matches ZCTA,13
27117,Winston Salem,NC,27107,Spatial join to ZCTA,13
27373,Wallburg,NC,27107,Spatial join to ZCTA,13
27109,Winston Salem,NC,27109,Zip matches ZCTA,0
27110,Winston Salem,NC,27110,Zip matches ZCTA,2
27127,Winston Salem,NC,27127,Zip matches ZCTA,10
27201,Alamance,NC,27201,Zip matches ZCTA,0
27202,Altamahaw,NC,27244,Spatial join to ZCTA,2
27244,Elon,NC,27244,Zip matches ZCTA,2
27203,Asheboro,NC,27203,Zip matches ZCTA,11
27204,Asheboro,NC,27203,Spatial join to ZCTA,11
27205,Asheboro,NC,27205,Zip matches ZCTA,3
27207,Bear Creek,NC,27207,Zip matches ZCTA,0
27208,Bennett,NC,27208,Zip matches ZCTA,0
27209,Biscoe,NC,27209,Zip matches ZCTA,1
27212,Blanch,NC,27212,Zip matches ZCTA,0
27213,Bonlee,NC,27344,Spatial join to ZCTA,5
27344,Siler City,NC,27344,Zip matches ZCTA,5
27214,Browns Summit,NC,27214,Zip matches ZCTA,11
27215,Burlington,NC,27215,Zip matches ZCTA,8
27216,Burlington,NC,27215,Spatial join to ZCTA,8
27217,Burlington,NC,27217,Zip matches ZCTA,11
27228,Bynum,NC,27312,Spatial join to ZCTA,10
27312,Pittsboro,NC,27312,Zip matches ZCTA,10
27229,Candor,NC,27229,Zip matches ZCTA,0
27230,Cedar Falls,NC,27248,Spatial join to ZCTA,3
27248,Franklinville,NC,27248,Zip matches ZCTA,3
27231,Cedar Grove,NC,27231,Zip matches ZCTA,0
27233,Climax,NC,27233,Zip matches ZCTA,0
27235,Colfax,NC,27235,Zip matches ZCTA,1
27237,Cumnock,NC,27330,Spatial join to ZCTA,9
27330,Sanford,NC,27330,Zip matches ZCTA,9
27331,Sanford,NC,27330,Spatial join to ZCTA,9
27239,Denton,NC,27239,Zip matches ZCTA,1
27242,Eagle Springs,NC,27242,Zip matches ZCTA,0
27243,Efland,NC,27243,Zip matches ZCTA,0
27247,Ether,NC,27356,Spatial join to ZCTA,2
27356,Star,NC,27356,Zip matches ZCTA,2
27249,Gibsonville,NC,27249,Zip matches ZCTA,3
27342,Sedalia,NC,27249,Spatial join to ZCTA,3
27252,Goldston,NC,27252,Zip matches ZCTA,0
27256,Gulf,NC,27252,Spatial join to ZCTA,0
27253,Graham,NC,27253,Zip matches ZCTA,4
27359,Swepsonville,NC,27253,Spatial join to ZCTA,4
27258,Haw River,NC,27258,Zip matches ZCTA,1
27259,Highfalls,NC,27325,Spatial join to ZCTA,0
27325,Robbins,NC,27325,Zip matches ZCTA,0
27260,High Point,NC,27260,Zip matches ZCTA,20
27261,High Point,NC,27260,Spatial join to ZCTA,20
27268,High Point,NC,27260,Spatial join to ZCTA,20
27262,High Point,NC,27262,Zip matches ZCTA,12
27263,High Point,NC,27263,Zip matches ZCTA,3
27264,High Point,NC,27263,Spatial join to ZCTA,3
27265,High Point,NC,27265,Zip matches ZCTA,13
27278,Hillsborough,NC,27278,Zip matches ZCTA,8
27281,Jackson Springs,NC,27281,Zip matches ZCTA,0
27282,Jamestown,NC,27282,Zip matches ZCTA,4
27283,Julian,NC,27283,Zip matches ZCTA,0
27284,Kernersville,NC,27284,Zip matches ZCTA,13
27285,Kernersville,NC,27284,Spatial join to ZCTA,13
27288,Eden,NC,27288,Zip matches ZCTA,4
27289,Eden,NC,27288,Spatial join to ZCTA,4
27291,Leasburg,NC,27291,Zip matches ZCTA,0
27292,Lexington,NC,27292,Zip matches ZCTA,9
27293,Lexington,NC,27292,Spatial join to ZCTA,9
27294,Lexington,NC,27292,Spatial join to ZCTA,9
27351,Southmont,NC,27292,Spatial join to ZCTA,9
27295,Lexington,NC,27295,Zip matches ZCTA,1
27374,Welcome,NC,27295,Spatial join to ZCTA,1
27298,Liberty,NC,27298,Zip matches ZCTA,0
27299,Linwood,NC,27299,Zip matches ZCTA,1
27301,Mc Leansville,NC,27301,Zip matches ZCTA,1
27302,Mebane,NC,27302,Zip matches ZCTA,6
27305,Milton,NC,27305,Zip matches ZCTA,0
27306,Mount Gilead,NC,27306,Zip matches ZCTA,0
27310,Oak Ridge,NC,27310,Zip matches ZCTA,1
27311,Pelham,NC,27311,Zip matches ZCTA,0
27313,Pleasant Garden,NC,27313,Zip matches ZCTA,3
27314,Prospect Hill,NC,27314,Zip matches ZCTA,0
27315,Providence,NC,27315,Zip matches ZCTA,0
27316,Ramseur,NC,27316,Zip matches ZCTA,1
27317,Randleman,NC,27317,Zip matches ZCTA,2
27320,Reidsville,NC,27320,Zip matches ZCTA,15
27323,Reidsville,NC,27320,Spatial join to ZCTA,15
27375,Wentworth,NC,27320,Spatial join to ZCTA,15
27326,Ruffin,NC,27326,Zip matches ZCTA,0
27332,Sanford,NC,27332,Zip matches ZCTA,2
28355,Lemon Springs,NC,27332,Spatial join to ZCTA,2
28368,Olivia,NC,27332,Spatial join to ZCTA,2
27340,Saxapahaw,NC,27340,Zip matches ZCTA,0
27341,Seagrove,NC,27341,Zip matches ZCTA,0
27343,Semora,NC,27343,Zip matches ZCTA,0
27349,Snow Camp,NC,27349,Zip matches ZCTA,0
27350,Sophia,NC,27350,Zip matches ZCTA,1
27355,Staley,NC,27355,Zip matches ZCTA,0
27357,Stokesdale,NC,27357,Zip matches ZCTA,2
27358,Summerfield,NC,27358,Zip matches ZCTA,10
27360,Thomasville,NC,27360,Zip matches ZCTA,9
27361,Thomasville,NC,27360,Spatial join to ZCTA,9
27370,Trinity,NC,27370,Zip matches ZCTA,0
27371,Troy,NC,27371,Zip matches ZCTA,4
27376,West End,NC,27376,Zip matches ZCTA,2
27377,Whitsett,NC,27377,Zip matches ZCTA,2
27379,Yanceyville,NC,27379,Zip matches ZCTA,0
27401,Greensboro,NC,27401,Zip matches ZCTA,27
27402,Greensboro,NC,27401,Spatial join to ZCTA,27
27411,Greensboro,NC,27401,Spatial join to ZCTA,27
27420,Greensboro,NC,27401,Spatial join to ZCTA,27
27429,Greensboro,NC,27401,Spatial join to ZCTA,27
27435,Greensboro,NC,27401,Spatial join to ZCTA,27
27403,Greensboro,NC,27403,Zip matches ZCTA,23
27412,Greensboro,NC,27403,Spatial join to ZCTA,23
27413,Greensboro,NC,27403,Spatial join to ZCTA,23
27404,Greensboro,NC,27408,Spatial join to ZCTA,27
27408,Greensboro,NC,27408,Zip matches ZCTA,27
27438,Greensboro,NC,27408,Spatial join to ZCTA,27
27405,Greensboro,NC,27405,Zip matches ZCTA,31
27415,Greensboro,NC,27405,Spatial join to ZCTA,31
27406,Greensboro,NC,27406,Zip matches ZCTA,47
27416,Greensboro,NC,27406,Spatial join to ZCTA,47
27407,Greensboro,NC,27407,Zip matches ZCTA,22
27417,Greensboro,NC,27407,Spatial join to ZCTA,22
27427,Greensboro,NC,27407,Spatial join to ZCTA,22
27495,Greensboro,NC,27407,Spatial join to ZCTA,22
27499,Greensboro,NC,27407,Spatial join to ZCTA,22
27409,Greensboro,NC,27409,Zip matches ZCTA,4
27419,Greensboro,NC,27409,Spatial join to ZCTA,4
27425,Greensboro,NC,27409,Spatial join to ZCTA,4
27497,Greensboro,NC,27409,Spatial join to ZCTA,4
27498,Greensboro,NC,27409,Spatial join to ZCTA,4
27410,Greensboro,NC,27410,Zip matches ZCTA,42
27455,Greensboro,NC,27455,Zip matches ZCTA,21
27501,Angier,NC,27501,Zip matches ZCTA,1
27502,Apex,NC,27502,Zip matches ZCTA,15
27503,Bahama,NC,27503,Zip matches ZCTA,3
27504,Benson,NC,27504,Zip matches ZCTA,3
27505,Broadway,NC,27505,Zip matches ZCTA,0
27506,Buies Creek,NC,27546,Spatial join to ZCTA,3
27546,Lillington,NC,27546,Zip matches ZCTA,3
27552,Mamers,NC,27546,Spatial join to ZCTA,3
27507,Bullock,NC,27507,Zip matches ZCTA,0
27508,Bunn,NC,27508,Zip matches ZCTA,0
27509,Butner,NC,27509,Zip matches ZCTA,4
27510,Carrboro,NC,27510,Zip matches ZCTA,5
27511,Cary,NC,27511,Zip matches ZCTA,17
27512,Cary,NC,27511,Spatial join to ZCTA,17
27513,Cary,NC,27513,Zip matches ZCTA,15
27514,Chapel Hill,NC,27514,Zip matches ZCTA,5
27515,Chapel Hill,NC,27514,Spatial join to ZCTA,5
27599,Chapel Hill,NC,27514,Spatial join to ZCTA,5
27516,Chapel Hill,NC,27516,Zip matches ZCTA,11
27517,Chapel Hill,NC,27517,Zip matches ZCTA,7
27518,Cary,NC,27518,Zip matches ZCTA,7
27519,Cary,NC,27519,Zip matches ZCTA,11
27520,Clayton,NC,27520,Zip matches ZCTA,6
27528,Clayton,NC,27520,Spatial join to ZCTA,6
27521,Coats,NC,27521,Zip matches ZCTA,1
27522,Creedmoor,NC,27522,Zip matches ZCTA,3
27523,Apex,NC,27523,Zip matches ZCTA,5
27524,Four Oaks,NC,27524,Zip matches ZCTA,1
27525,Franklinton,NC,27525,Zip matches ZCTA,0
27526,Fuquay Varina,NC,27526,Zip matches ZCTA,26
27543,Kipling,NC,27526,Spatial join to ZCTA,26
27527,Clayton,NC,27527,Zip matches ZCTA,4
27529,Garner,NC,27529,Zip matches ZCTA,34
27530,Goldsboro,NC,27530,Zip matches ZCTA,11
27533,Goldsboro,NC,27530,Spatial join to ZCTA,11
27531,Goldsboro,NC,27531,Zip matches ZCTA,0
27532,Goldsboro,NC,27534,Spatial join to ZCTA,4
27534,Goldsboro,NC,27534,Zip matches ZCTA,4
27536,Henderson,NC,27536,Zip matches ZCTA,7
27537,Henderson,NC,27537,Zip matches ZCTA,1
27584,Townsville,NC,27537,Spatial join to ZCTA,1
27539,Apex,NC,27539,Zip matches ZCTA,10
27540,Holly Springs,NC,27540,Zip matches ZCTA,22
27541,Hurdle Mills,NC,27541,Zip matches ZCTA,0
27542,Kenly,NC,27542,Zip matches ZCTA,0
27544,Kittrell,NC,27544,Zip matches ZCTA,0
27545,Knightdale,NC,27545,Zip matches ZCTA,24
27549,Louisburg,NC,27549,Zip matches ZCTA,3
27551,Macon,NC,27551,Zip matches ZCTA,0
27586,Vaughan,NC,27551,Spatial join to ZCTA,0
27553,Manson,NC,27553,Zip matches ZCTA,0
27555,Micro,NC,27555,Zip matches ZCTA,0
27556,Middleburg,NC,27556,Zip matches ZCTA,0
27557,Middlesex,NC,27557,Zip matches ZCTA,0
27559,Moncure,NC,27559,Zip matches ZCTA,0
27560,Morrisville,NC,27560,Zip matches ZCTA,18
27562,New Hill,NC,27562,Zip matches ZCTA,1
27563,Norlina,NC,27563,Zip matches ZCTA,0
27570,Ridgeway,NC,27563,Spatial join to ZCTA,0
27594,Wise,NC,27563,Spatial join to ZCTA,0
27565,Oxford,NC,27565,Zip matches ZCTA,6
27568,Pine Level,NC,27568,Zip matches ZCTA,0
27569,Princeton,NC,27569,Zip matches ZCTA,0
27571,Rolesville,NC,27571,Zip matches ZCTA,4
27572,Rougemont,NC,27572,Zip matches ZCTA,0
27573,Roxboro,NC,27573,Zip matches ZCTA,3
27574,Roxboro,NC,27574,Zip matches ZCTA,0
27576,Selma,NC,27576,Zip matches ZCTA,8
27577,Smithfield,NC,27577,Zip matches ZCTA,8
27593,Wilsons Mills,NC,27577,Spatial join to ZCTA,8
27581,Stem,NC,27581,Zip matches ZCTA,1
27582,Stovall,NC,27582,Zip matches ZCTA,0
27583,Timberlake,NC,27583,Zip matches ZCTA,0
27587,Wake Forest,NC,27587,Zip matches ZCTA,46
27588,Wake Forest,NC,27587,Spatial join to ZCTA,46
27589,Warrenton,NC,27589,Zip matches ZCTA,0
27591,Wendell,NC,27591,Zip matches ZCTA,16
27592,Willow Spring,NC,27592,Zip matches ZCTA,2
27596,Youngsville,NC,27596,Zip matches ZCTA,3
27597,Zebulon,NC,27597,Zip matches ZCTA,5
27601,Raleigh,NC,27601,Zip matches ZCTA,26
27602,Raleigh,NC,27601,Spatial join to ZCTA,26
27611,Raleigh,NC,27601,Spatial join to ZCTA,26
27626,Raleigh,NC,27601,Spatial join to ZCTA,26
27634,Raleigh,NC,27601,Spatial join to ZCTA,26
27698,Raleigh,NC,27601,Spatial join to ZCTA,26
27699,Raleigh,NC,27601,Spatial join to ZCTA,26
27603,Raleigh,NC,27603,Zip matches ZCTA,55
27604,Raleigh,NC,27604,Zip matches ZCTA,48
27625,Raleigh,NC,27604,Spatial join to ZCTA,48
27629,Raleigh,NC,27604,Spatial join to ZCTA,48
27635,Raleigh,NC,27604,Spatial join to ZCTA,48
27640,Raleigh,NC,27604,Spatial join to ZCTA,48
27605,Raleigh,NC,27605,Zip matches ZCTA,6
27606,Raleigh,NC,27606,Zip matches ZCTA,33
27621,Raleigh,NC,27606,Spatial join to ZCTA,33
27627,Raleigh,NC,27606,Spatial join to ZCTA,33
27607,Raleigh,NC,27607,Zip matches ZCTA,34
27636,Raleigh,NC,27607,Spatial join to ZCTA,34
27650,Raleigh,NC,27607,Spatial join to ZCTA,34
27695,Raleigh,NC,27607,Spatial join to ZCTA,34
27608,Raleigh,NC,27608,Zip matches ZCTA,26
27628,Raleigh,NC,27608,Spatial join to ZCTA,26
27609,Raleigh,NC,27609,Zip matches ZCTA,42
27619,Raleigh,NC,27609,Spatial join to ZCTA,42
27622,Raleigh,NC,27609,Spatial join to ZCTA,42
27668,Raleigh,NC,27609,Spatial join to ZCTA,42
27610,Raleigh,NC,27610,Zip matches ZCTA,84
27620,Raleigh,NC,27610,Spatial join to ZCTA,84
27697,Raleigh,NC,27610,Spatial join to ZCTA,84
27612,Raleigh,NC,27612,Zip matches ZCTA,38
27656,Raleigh,NC,27612,Spatial join to ZCTA,38
27690,Raleigh,NC,27612,Spatial join to ZCTA,38
27613,Raleigh,NC,27613,Zip matches ZCTA,17
27614,Raleigh,NC,27614,Zip matches ZCTA,13
27615,Raleigh,NC,27615,Zip matches ZCTA,31
27624,Raleigh,NC,27615,Spatial join to ZCTA,31
27616,Raleigh,NC,27616,Zip matches ZCTA,36
27658,Raleigh,NC,27616,Spatial join to ZCTA,36
27661,Raleigh,NC,27616,Spatial join to ZCTA,36
27617,Raleigh,NC,27617,Zip matches ZCTA,14
27623,Raleigh,NC,27617,Spatial join to ZCTA,14
27675,Raleigh,NC,27617,Spatial join to ZCTA,14
27676,Raleigh,NC,27617,Spatial join to ZCTA,14
27701,Durham,NC,27701,Zip matches ZCTA,28
27702,Durham,NC,27701,Spatial join to ZCTA,28
27706,Durham,NC,27701,Spatial join to ZCTA,28
27703,Durham,NC,27703,Zip matches ZCTA,19
27704,Durham,NC,27704,Zip matches ZCTA,23
27705,Durham,NC,27705,Zip matches ZCTA,30
27708,Durham,NC,27705,Spatial join to ZCTA,30
27710,Durham,NC,27705,Spatial join to ZCTA,30
27715,Durham,NC,27705,Spatial join to ZCTA,30
27707,Durham,NC,27707,Zip matches ZCTA,30
27717,Durham,NC,27707,Spatial join to ZCTA,30
27709,Durham,NC,27709,Zip matches ZCTA,0
27711,Durham,NC,27713,Spatial join to ZCTA,11
27713,Durham,NC,27713,Zip matches ZCTA,11
27712,Durham,NC,27712,Zip matches ZCTA,14
27722,Durham,NC,27712,Spatial join to ZCTA,14
27801,Rocky Mount,NC,27801,Zip matches ZCTA,16
27802,Rocky Mount,NC,27801,Spatial join to ZCTA,16
27815,Rocky Mount,NC,27801,Spatial join to ZCTA,16
27803,Rocky Mount,NC,27803,Zip matches ZCTA,10
27804,Rocky Mount,NC,27804,Zip matches ZCTA,15
27805,Aulander,NC,27805,Zip matches ZCTA,0
27806,Aurora,NC,27806,Zip matches ZCTA,0
27807,Bailey,NC,27807,Zip matches ZCTA,0
27808,Bath,NC,27808,Zip matches ZCTA,0
27809,Battleboro,NC,27809,Zip matches ZCTA,1
27810,Belhaven,NC,27810,Zip matches ZCTA,0
27811,Bellarthur,NC,27834,Spatial join to ZCTA,12
27833,Greenville,NC,27834,Spatial join to ZCTA,12
27834,Greenville,NC,27834,Zip matches ZCTA,12
27835,Greenville,NC,27834,Spatial join to ZCTA,12
27812,Bethel,NC,27812,Zip matches ZCTA,0
27813,Black Creek,NC,27813,Zip matches ZCTA,0
27814,Blounts Creek,NC,27814,Zip matches ZCTA,0
27816,Castalia,NC,27816,Zip matches ZCTA,0
27817,Chocowinity,NC,27817,Zip matches ZCTA,1
27818,Como,NC,27818,Zip matches ZCTA,0
27819,Conetoe,NC,27819,Zip matches ZCTA,0
27820,Conway,NC,27820,Zip matches ZCTA,0
27821,Edward,NC,27821,Zip matches ZCTA,0
